Date,Stock,Direction,OR High,OR Low,OR%,Entry,Entry Time,SL,Target,Exit,Exit Reason,P&L
2026-04-20,BALKRISIND,SHORT,2344.0,2310.1,1.45,2310.1,09:52:00,2344.0,2208.4,2287.9,EOD,1841
2026-04-20,IDFCFIRSTB,SHORT,68.68,67.7,1.43,67.7,09:42:00,68.68,64.76,67.56,EOD,314
2026-04-21,OBEROIRLTY,LONG,1737.3,1712.4,1.44,1737.3,09:47:00,1712.4,1812.0,1712.4,SL,-2967
2026-04-21,AXISBANK,LONG,1374.0,1354.7,1.42,1374.0,09:48:00,1354.7,1431.9,1377.6,EOD,424
2026-04-21,GAIL,LONG,159.9,157.7,1.4,159.9,09:36:00,157.7,166.5,160.8,EOD,1026
2026-04-22,CENTRALBK,LONG,36.7,36.16,1.49,36.7,09:36:00,36.16,38.32,36.94,EOD,1208
2026-04-22,VBL,LONG,491.45,484.35,1.46,491.45,09:54:00,484.35,512.75,494.5,EOD,1141
2026-04-22,OBEROIRLTY,LONG,1740.0,1715.0,1.45,1740.0,09:47:00,1715.0,1815.0,1734.1,EOD,-778
2026-04-23,TORNTPHARM,LONG,4126.0,4065.1,1.5,4126.0,09:43:00,4065.1,4308.7,4146.5,EOD,894
2026-04-23,AUROPHARMA,LONG,1430.2,1409.1,1.49,1430.2,09:36:00,1409.1,1493.5,1436.0,EOD,711
2026-04-23,ADANIENT,LONG,2254.9,2221.8,1.48,2254.9,09:53:00,2221.8,2354.2,2300.3,EOD,3927
2026-04-24,TECHM,SHORT,1426.7,1406.0,1.47,1406.0,09:36:00,1426.7,1343.9,1360.4,EOD,6604
2026-04-24,VEDL,SHORT,275.26,271.25,1.46,271.25,09:36:00,275.26,259.22,269.18,EOD,1438
2026-04-24,LUPIN,SHORT,2351.5,2318.0,1.43,2318.0,09:54:00,2351.5,2217.5,2294.7,EOD,1931
2026-04-27,BPCL,LONG,311.25,306.7,1.48,311.25,09:50:00,306.7,324.9,312.0,EOD,382
2026-04-27,DRREDDY,LONG,1328.6,1309.0,1.48,1328.6,09:46:00,1309.0,1387.4,1334.1,EOD,728
2026-04-27,PERSISTENT,LONG,4820.0,4751.2,1.44,4820.0,09:43:00,4751.2,5026.4,4822.4,EOD,0
2026-04-28,CIPLA,LONG,1325.8,1306.8,1.44,1325.8,09:55:00,1306.8,1382.8,1306.8,SL,-2966
2026-04-28,INDUSINDBK,LONG,895.2,882.45,1.43,895.2,09:37:00,882.45,933.45,883.95,EOD,-2613
2026-04-28,SUNTECK,SHORT,358.65,354.0,1.3,354.0,09:36:00,358.65,340.05,352.1,EOD,979
2026-04-29,M&M,LONG,3138.4,3092.0,1.5,3138.4,09:47:00,3092.0,3277.6,3154.7,EOD,939
2026-04-29,LODHA,LONG,894.55,882.0,1.42,894.55,10:00:00,882.0,932.2,911.9,EOD,3779
2026-04-29,AUROPHARMA,SHORT,1433.0,1413.5,1.37,1413.5,09:50:00,1433.0,1355.0,1397.9,EOD,2132
2026-04-30,BANKINDIA,SHORT,142.3,140.2,1.48,140.2,09:37:00,142.3,133.9,139.78,EOD,501
2026-04-30,PNB,SHORT,110.8,109.17,1.47,109.17,09:37:00,110.8,104.28,109.49,EOD,-685
2026-04-30,PRESTIGE,SHORT,1430.0,1409.3,1.45,1409.3,09:36:00,1430.0,1347.2,1412.5,EOD,-553
2026-05-04,AXISBANK,LONG,1286.9,1268.3,1.47,1286.9,09:36:00,1268.3,1342.7,1268.3,SL,-2991
2026-05-04,UNIONBANK,LONG,168.49,166.05,1.46,168.49,09:41:00,166.05,175.81,166.05,SL,-2996
2026-05-04,BIOCON,LONG,364.3,359.2,1.42,364.3,09:45:00,359.2,379.6,360.1,EOD,-2406
2026-05-05,ONGC,SHORT,295.9,291.7,1.43,291.7,09:37:00,295.9,279.1,289.9,EOD,1142
2026-05-05,JINDALSTEL,LONG,1281.0,1263.1,1.42,1281.0,09:55:00,1263.1,1334.7,1263.1,SL,-2895
2026-05-05,TORNTPHARM,SHORT,4300.0,4240.0,1.41,4240.0,09:38:00,4300.0,4060.0,4270.4,EOD,-1524
2026-05-06,ADANIENT,LONG,2510.0,2475.0,1.41,2510.0,09:48:00,2475.0,2615.0,2475.0,SL,-2889
2026-05-06,AXISBANK,SHORT,1286.3,1269.4,1.33,1269.4,09:48:00,1286.3,1218.7,1286.3,SL,-2728
2026-05-06,SOBHA,SHORT,1472.3,1453.0,1.32,1453.0,09:36:00,1472.3,1395.1,1445.7,EOD,910
2026-05-07,DABUR,SHORT,469.35,462.35,1.49,462.35,09:45:00,469.35,441.35,469.35,SL,-3083
2026-05-07,BHARATFORG,LONG,1896.5,1868.9,1.46,1896.5,09:36:00,1868.9,1979.3,1868.9,SL,-3011
2026-05-07,SUNTECK,SHORT,353.85,348.85,1.41,348.85,09:39:00,353.85,333.85,353.85,SL,-2926
2026-05-08,MOTHERSON,LONG,132.45,130.52,1.47,132.45,09:37:00,130.52,138.24,132.16,EOD,-538
2026-05-08,BHARATFORG,LONG,2015.0,1985.6,1.46,2015.0,09:36:00,1985.6,2103.2,1985.6,SL,-3018
2026-05-08,ADANIENSOL,SHORT,1397.0,1377.0,1.44,1377.0,09:42:00,1397.0,1317.0,1355.2,EOD,3117
2026-05-11,UNIONBANK,SHORT,166.2,163.88,1.41,163.88,09:40:00,166.2,156.92,163.93,EOD,-161
2026-05-11,JINDALSTEL,SHORT,1256.0,1238.6,1.39,1238.6,09:47:00,1256.0,1186.4,1232.8,EOD,841
2026-05-11,MARICO,LONG,836.3,824.8,1.39,836.3,09:38:00,824.8,870.8,842.5,EOD,1383
2026-05-12,AUBANK,SHORT,1022.4,1007.6,1.45,1007.6,09:38:00,1022.4,963.2,1002.0,EOD,1018
2026-05-12,HCLTECH,SHORT,1184.0,1166.8,1.45,1166.8,09:49:00,1184.0,1115.2,1145.4,EOD,3637
2026-05-12,GODREJPROP,SHORT,1791.8,1766.1,1.44,1766.1,09:36:00,1791.8,1689.0,1713.8,EOD,6003
2026-05-13,PERSISTENT,SHORT,4914.0,4841.3,1.5,4841.3,09:36:00,4914.0,4623.2,4837.1,EOD,74
2026-05-13,BANKINDIA,SHORT,141.99,139.94,1.46,139.94,09:36:00,141.99,133.79,141.99,SL,-2988
2026-05-13,CANBK,SHORT,131.2,129.32,1.44,129.32,09:36:00,131.2,123.68,129.35,EOD,-146
2026-05-14,VBL,SHORT,498.7,491.4,1.49,491.4,09:53:00,498.7,469.5,498.7,SL,-3028
2026-05-14,TATASTEEL,LONG,222.3,219.02,1.48,222.3,09:38:00,219.02,232.14,221.35,EOD,-955
2026-05-14,ADANIENSOL,SHORT,1342.0,1322.6,1.46,1322.6,09:39:00,1342.0,1264.4,1320.0,EOD,294
2026-05-15,OBEROIRLTY,SHORT,1652.8,1628.2,1.5,1628.2,09:36:00,1652.8,1554.4,1615.9,EOD,1422
2026-05-15,NMDC,LONG,93.75,92.35,1.5,93.75,09:55:00,92.35,97.95,92.35,SL,-3087
2026-05-15,MOTHERSON,SHORT,128.0,126.11,1.49,126.11,09:36:00,128.0,120.44,128.0,SL,-3053
2026-05-18,BANDHANBNK,SHORT,192.49,189.62,1.49,189.62,09:44:00,192.49,181.01,190.34,EOD,-857
2026-05-18,COALINDIA,LONG,463.6,457.05,1.42,463.6,09:41:00,457.05,483.25,462.3,EOD,-661
2026-05-18,IOB,SHORT,33.5,33.05,1.35,33.05,09:55:00,33.5,31.7,33.5,SL,-2787
2026-05-19,NMDC,SHORT,90.55,89.22,1.47,89.22,09:36:00,90.55,85.23,89.26,EOD,-190
2026-05-19,HEROMOTOCO,LONG,5004.5,4932.5,1.46,5004.5,09:40:00,4932.5,5220.5,5007.5,EOD,20
2026-05-19,COALINDIA,SHORT,463.25,456.8,1.4,456.8,09:37:00,463.25,437.45,456.7,EOD,-56
2026-05-20,NESTLEIND,LONG,1419.4,1398.5,1.49,1419.4,09:36:00,1398.5,1482.1,1419.1,EOD,-142
2026-05-20,M&M,LONG,3078.0,3033.0,1.46,3078.0,09:51:00,3033.0,3213.0,3118.5,EOD,2532
2026-05-20,LUPIN,LONG,2297.7,2264.8,1.45,2297.7,09:39:00,2264.8,2396.4,2287.3,EOD,-1005
2026-05-21,JINDALSTEL,SHORT,1243.0,1224.9,1.46,1224.9,09:36:00,1243.0,1170.6,1196.1,EOD,4716
2026-05-21,TATAPOWER,SHORT,417.0,411.05,1.43,411.05,09:36:00,417.0,393.2,410.6,EOD,119
2026-05-21,ADANIGREEN,LONG,1393.8,1375.4,1.33,1393.8,09:40:00,1375.4,1449.0,1375.4,SL,-2740
2026-05-22,BOSCHLTD,SHORT,35560.0,35045.0,1.45,35045.0,09:37:00,35560.0,33500.0,35560.0,SL,-2997
2026-05-22,MOTHERSON,SHORT,139.01,137.04,1.43,137.04,09:49:00,139.01,131.13,136.19,EOD,1148
2026-05-22,POWERGRID,SHORT,300.55,296.3,1.42,296.3,09:49:00,300.55,283.55,294.45,EOD,1157
2026-05-25,ONGC,SHORT,289.95,285.7,1.47,285.7,09:38:00,289.95,272.95,285.0,EOD,391
2026-05-25,OBEROIRLTY,LONG,1695.0,1671.0,1.44,1695.0,09:36:00,1671.0,1767.0,1719.0,EOD,2732
2026-05-25,POWERGRID,SHORT,298.5,294.3,1.41,294.3,09:38:00,298.5,281.7,295.2,EOD,-710
2026-05-26,PRESTIGE,LONG,1401.3,1381.0,1.45,1401.3,09:53:00,1381.0,1462.2,1402.1,EOD,14
2026-05-26,NATIONALUM,LONG,411.0,405.1,1.45,411.0,09:43:00,405.1,428.7,416.3,EOD,2479
2026-05-26,INFY,LONG,1180.2,1163.3,1.45,1180.2,09:39:00,1163.3,1230.9,1167.2,EOD,-2303
